Entity,Code,Year,Life_expectancy
Hungary,HUN,2016,76.1552
Hungary,HUN,2017,76.0055
Hungary,HUN,2018,76.2039
Hungary,HUN,2019,76.4543
Iceland,ISL,2000,79.8915
Iceland,ISL,2001,80.7039
Iceland,ISL,2002,80.5426
Iceland,ISL,2003,80.7763
Iceland,ISL,2004,80.9788
Iceland,ISL,2005,81.2416
Iceland,ISL,2006,81.2385
Iceland,ISL,2007,81.3511
Iceland,ISL,2008,81.3883
Iceland,ISL,2009,81.5565
Iceland,ISL,2010,81.7003
Iceland,ISL,2011,82.178
Iceland,ISL,2012,82.5564
Iceland,ISL,2013,81.9289
Iceland,ISL,2014,82.6133
Iceland,ISL,2015,82.3508
Iceland,ISL,2016,82.03
Iceland,ISL,2017,82.5352
Iceland,ISL,2018,82.7703
Iceland,ISL,2019,82.4042
India,IND,2000,62.6693
India,IND,2001,63.0913
India,IND,2002,63.616
India,IND,2003,64.0942
India,IND,2004,64.5244
India,IND,2005,64.9955
India,IND,2006,65.4123
India,IND,2007,65.7884
India,IND,2008,66.149
India,IND,2009,66.5132
India,IND,2010,66.9086
India,IND,2011,67.359
India,IND,2012,67.8872
India,IND,2013,68.4598
India,IND,2014,69.0736
India,IND,2015,69.6363
India,IND,2016,70.1167
India,IND,2017,70.4672
India,IND,2018,70.7095
India,IND,2019,70.9098
Indonesia,IDN,2000,66.4334
Indonesia,IDN,2001,66.7577
Indonesia,IDN,2002,67.1336
Indonesia,IDN,2003,67.4126
Indonesia,IDN,2004,65.7503
Indonesia,IDN,2005,67.6492
Indonesia,IDN,2006,67.9144
Indonesia,IDN,2007,68.1893
Indonesia,IDN,2008,68.2261
Indonesia,IDN,2009,68.4936
Indonesia,IDN,2010,68.6793
Indonesia,IDN,2011,68.8228
Indonesia,IDN,2012,68.973
Indonesia,IDN,2013,69.2641
Indonesia,IDN,2014,69.5333
Indonesia,IDN,2015,69.6989
Indonesia,IDN,2016,69.7976
Indonesia,IDN,2017,69.9356
Indonesia,IDN,2018,70.3375
Indonesia,IDN,2019,70.5184
"Iran, Islamic Republic of",IRN,2000,69.6909
"Iran, Islamic Republic of",IRN,2001,69.9546
"Iran, Islamic Republic of",IRN,2002,70.4454
"Iran, Islamic Republic of",IRN,2003,69.8231
"Iran, Islamic Republic of",IRN,2004,71.3703
"Iran, Islamic Republic of",IRN,2005,71.8384
"Iran, Islamic Republic of",IRN,2006,72.2761
"Iran, Islamic Republic of",IRN,2007,72.772
"Iran, Islamic Republic of",IRN,2008,72.6244
"Iran, Islamic Republic of",IRN,2009,72.6979
"Iran, Islamic Republic of",IRN,2010,73.0691
"Iran, Islamic Republic of",IRN,2011,73.6786
"Iran, Islamic Republic of",IRN,2012,74.186
"Iran, Islamic Republic of",IRN,2013,74.4493
"Iran, Islamic Republic of",IRN,2014,74.7825
"Iran, Islamic Republic of",IRN,2015,75.1239
"Iran, Islamic Republic of",IRN,2016,75.6
"Iran, Islamic Republic of",IRN,2017,75.9712
"Iran, Islamic Republic of",IRN,2018,76.195
"Iran, Islamic Republic of",IRN,2019,76.1031
Iraq,IRQ,2000,66.8171
Iraq,IRQ,2001,67.0339
Iraq,IRQ,2002,67.0836
Iraq,IRQ,2003,65.6427
Iraq,IRQ,2004,65.0307
Iraq,IRQ,2005,64.8438
Iraq,IRQ,2006,63.5873
Iraq,IRQ,2007,63.5527
Iraq,IRQ,2008,64.9421
Iraq,IRQ,2009,66.4457
Iraq,IRQ,2010,67.0622
Iraq,IRQ,2011,67.659
Iraq,IRQ,2012,68.0232
Iraq,IRQ,2013,68.2534
Iraq,IRQ,2014,68.9136
Iraq,IRQ,2015,69.4403
Iraq,IRQ,2016,68.9878
Iraq,IRQ,2017,70.4126
Iraq,IRQ,2018,71.5143
Iraq,IRQ,2019,71.5764
Ireland,IRL,2000,76.5423
Ireland,IRL,2001,77.1087
Ireland,IRL,2002,77.5999
Ireland,IRL,2003,78.1107
Ireland,IRL,2004,78.5126
Ireland,IRL,2005,78.9162
Ireland,IRL,2006,79.1518
Ireland,IRL,2007,79.5547
Ireland,IRL,2008,79.7625
Ireland,IRL,2009,80.0461
Ireland,IRL,2010,80.5226
Ireland,IRL,2011,80.6332
Ireland,IRL,2012,80.7523
Ireland,IRL,2013,80.9675
Ireland,IRL,2014,81.3067
Ireland,IRL,2015,81.4163
Ireland,IRL,2016,81.5498
Ireland,IRL,2017,81.9168
Ireland,IRL,2018,82.0863
Ireland,IRL,2019,82.2586
Israel,ISR,2000,78.9276
Israel,ISR,2001,79.3448
Israel,ISR,2002,79.2593
Israel,ISR,2003,79.6242
Israel,ISR,2004,80.1467
Israel,ISR,2005,80.2171
Israel,ISR,2006,80.5057
Israel,ISR,2007,80.6651
Israel,ISR,2008,81.0552
Israel,ISR,2009,81.5756
Israel,ISR,2010,81.7443
Israel,ISR,2011,81.7274
Israel,ISR,2012,81.7346
Israel,ISR,2013,82.1154
Israel,ISR,2014,82.2236
Israel,ISR,2015,82.0999
Israel,ISR,2016,82.4854
Israel,ISR,2017,82.7195
Israel,ISR,2018,82.8232
Israel,ISR,2019,82.8123
Italy,ITA,2000,79.6072
Italy,ITA,2001,79.8859
Italy,ITA,2002,80.1136
Italy,ITA,2003,80.1929
Italy,ITA,2004,81.0199
Italy,ITA,2005,81.023
Italy,ITA,2006,81.4169
Italy,ITA,2007,81.5029
Italy,ITA,2008,81.6466
Italy,ITA,2009,81.7633
Italy,ITA,2010,82.1371
Italy,ITA,2011,82.235
Italy,ITA,2012,82.2588
Italy,ITA,2013,82.6599
Italy,ITA,2014,82.908
Italy,ITA,2015,82.5255
Italy,ITA,2016,83.0492
Italy,ITA,2017,82.7282
Italy,ITA,2018,83.1847
Italy,ITA,2019,83.552
Jamaica,JAM,2000,70.9442
Jamaica,JAM,2001,70.758
Jamaica,JAM,2002,70.8882
Jamaica,JAM,2003,70.8062
Jamaica,JAM,2004,70.8603
Jamaica,JAM,2005,71.0438
Jamaica,JAM,2006,71.1993
Jamaica,JAM,2007,71.4179
Jamaica,JAM,2008,71.6122
Jamaica,JAM,2009,72.1238
Jamaica,JAM,2010,72.6219
Jamaica,JAM,2011,73.0942
Jamaica,JAM,2012,73.4335
Jamaica,JAM,2013,73.4119
Jamaica,JAM,2014,72.982
Jamaica,JAM,2015,72.394
Jamaica,JAM,2016,72.0198
Jamaica,JAM,2017,71.9114
Jamaica,JAM,2018,71.793
Jamaica,JAM,2019,71.767
Japan,JPN,2000,81.1759
Japan,JPN,2001,81.509
Japan,JPN,2002,81.7953
Japan,JPN,2003,81.8558
Japan,JPN,2004,82.1309
Japan,JPN,2005,82.012
Japan,JPN,2006,82.3765
Japan,JPN,2007,82.5544
Japan,JPN,2008,82.6382
Japan,JPN,2009,82.9742
Japan,JPN,2010,82.9193
Japan,JPN,2011,82.6756
Japan,JPN,2012,83.1755
Japan,JPN,2013,83.4107
Japan,JPN,2014,83.6525
Japan,JPN,2015,83.8928
Japan,JPN,2016,84.0664
Japan,JPN,2017,84.1976
Japan,JPN,2018,84.2971
Japan,JPN,2019,84.4258
Jordan,JOR,2000,71.9178
Jordan,JOR,2001,72.1467
Jordan,JOR,2002,72.3585
Jordan,JOR,2003,72.5734
Jordan,JOR,2004,72.7725
Jordan,JOR,2005,72.9321
Jordan,JOR,2006,73.1449
Jordan,JOR,2007,73.3728
Jordan,JOR,2008,73.591
Jordan,JOR,2009,73.8014
Jordan,JOR,2010,73.9996
Jordan,JOR,2011,74.1891
Jordan,JOR,2012,74.3659
Jordan,JOR,2013,74.5621
Jordan,JOR,2014,74.7889
Jordan,JOR,2015,75.0112
Jordan,JOR,2016,75.2153
Jordan,JOR,2017,75.5018
Jordan,JOR,2018,75.7743
Jordan,JOR,2019,76.044
Kazakhstan,KAZ,2000,64.1781
Kazakhstan,KAZ,2001,64.3676
Kazakhstan,KAZ,2002,64.2693
Kazakhstan,KAZ,2003,64.5543
Kazakhstan,KAZ,2004,64.8566
Kazakhstan,KAZ,2005,65.117
Kazakhstan,KAZ,2006,65.627
Kazakhstan,KAZ,2007,65.928
Kazakhstan,KAZ,2008,66.7018
Kazakhstan,KAZ,2009,67.2789
Kazakhstan,KAZ,2010,68.1157
Kazakhstan,KAZ,2011,68.7452
Kazakhstan,KAZ,2012,69.1295
Kazakhstan,KAZ,2013,69.8136
Kazakhstan,KAZ,2014,70.3334
Kazakhstan,KAZ,2015,70.7265
Kazakhstan,KAZ,2016,70.8984
Kazakhstan,KAZ,2017,71.3958
Kazakhstan,KAZ,2018,71.4717
Kazakhstan,KAZ,2019,71.5675
Kenya,KEN,2000,54.4112
Kenya,KEN,2001,54.5079
Kenya,KEN,2002,54.9896
Kenya,KEN,2003,55.601
Kenya,KEN,2004,56.3615
Kenya,KEN,2005,57.344
Kenya,KEN,2006,58.2222
Kenya,KEN,2007,58.8651
Kenya,KEN,2008,59.6141
Kenya,KEN,2009,60.3649
Kenya,KEN,2010,60.649
Kenya,KEN,2011,61.0458
Kenya,KEN,2012,61.1152
Kenya,KEN,2013,61.3891
Kenya,KEN,2014,61.8162
Kenya,KEN,2015,61.8922
Kenya,KEN,2016,62.1632
Kenya,KEN,2017,62.4808
Kenya,KEN,2018,62.6765
Kenya,KEN,2019,62.9432
Latvia,LVA,2000,70.2517
Latvia,LVA,2001,70.0696
Latvia,LVA,2002,70.3509
Latvia,LVA,2003,70.6236
Latvia,LVA,2004,70.9252
Latvia,LVA,2005,70.7781
Latvia,LVA,2006,70.877
Latvia,LVA,2007,71.0566
Latvia,LVA,2008,72.0358
Latvia,LVA,2009,72.754
Latvia,LVA,2010,72.9538
Latvia,LVA,2011,73.6934
Latvia,LVA,2012,73.7447
Latvia,LVA,2013,74.1825
Latvia,LVA,2014,74.4319
Latvia,LVA,2015,74.6854
Latvia,LVA,2016,74.7535
Latvia,LVA,2017,74.8054
Latvia,LVA,2018,75.0012
Latvia,LVA,2019,75.5337
Lebanon,LBN,2000,73.9309
Lebanon,LBN,2001,74.3648
Lebanon,LBN,2002,75.0642
Lebanon,LBN,2003,75.5932
Lebanon,LBN,2004,75.9761
Lebanon,LBN,2005,76.2726
Lebanon,LBN,2006,76.0796
Lebanon,LBN,2007,77.0801
Lebanon,LBN,2008,77.5844
Lebanon,LBN,2009,77.8892
Lebanon,LBN,2010,78.1559
Lebanon,LBN,2011,78.4036
Lebanon,LBN,2012,78.6284
Lebanon,LBN,2013,78.7652
Lebanon,LBN,2014,78.9727
Lebanon,LBN,2015,79.2294
Lebanon,LBN,2016,79.5054
Lebanon,LBN,2017,79.6543
Lebanon,LBN,2018,79.729
Lebanon,LBN,2019,79.2359
Lesotho,LSO,2000,48.4266
Lesotho,LSO,2001,46.8493
Lesotho,LSO,2002,45.5946
Lesotho,LSO,2003,44.5296
Lesotho,LSO,2004,43.7108
Lesotho,LSO,2005,43.2325
Lesotho,LSO,2006,42.9136
Lesotho,LSO,2007,43.1225
Lesotho,LSO,2008,43.5657
Lesotho,LSO,2009,44.034
Lesotho,LSO,2010,45.5955
Lesotho,LSO,2011,46.6919
Lesotho,LSO,2012,47.8354
Lesotho,LSO,2013,49.0024
Lesotho,LSO,2014,50.0327
Lesotho,LSO,2015,51.1014
Lesotho,LSO,2016,52.2641
Lesotho,LSO,2017,53.0636
Lesotho,LSO,2018,53.733
Lesotho,LSO,2019,54.1726
Liberia,LBR,2000,51.356
Liberia,LBR,2001,52.7518
Liberia,LBR,2002,53.7879
Liberia,LBR,2003,53.0424
Liberia,LBR,2004,56.0131
Liberia,LBR,2005,56.9117
Liberia,LBR,2006,57.6199
Liberia,LBR,2007,58.2845
Liberia,LBR,2008,58.7717
Liberia,LBR,2009,59.1942
Liberia,LBR,2010,59.4331
Liberia,LBR,2011,59.6198
Liberia,LBR,2012,59.9128
Liberia,LBR,2013,59.9426
Liberia,LBR,2014,59.1208
Liberia,LBR,2015,59.1485
Liberia,LBR,2016,60.4162
Liberia,LBR,2017,60.5535
Liberia,LBR,2018,60.8532
Liberia,LBR,2019,61.1044
Lithuania,LTU,2000,72.0888
Lithuania,LTU,2001,71.7902
Lithuania,LTU,2002,71.8008
Lithuania,LTU,2003,72.1439
Lithuania,LTU,2004,72.228
Lithuania,LTU,2005,71.7418
Lithuania,LTU,2006,71.5768
Lithuania,LTU,2007,71.5366
Lithuania,LTU,2008,72.417
Lithuania,LTU,2009,73.1775
Lithuania,LTU,2010,73.4236
Lithuania,LTU,2011,73.9256
Lithuania,LTU,2012,74.2029
Lithuania,LTU,2013,74.3116
Lithuania,LTU,2014,74.8426
Lithuania,LTU,2015,74.6103
Lithuania,LTU,2016,74.8816
Lithuania,LTU,2017,75.4399
Lithuania,LTU,2018,75.6767
Lithuania,LTU,2019,76.2119
Luxembourg,LUX,2000,77.8112
Luxembourg,LUX,2001,78.1614
Luxembourg,LUX,2002,78.3607
Luxembourg,LUX,2003,77.7679
Luxembourg,LUX,2004,79.2197
Luxembourg,LUX,2005,79.4015
Luxembourg,LUX,2006,79.4147
Luxembourg,LUX,2007,79.4774
Luxembourg,LUX,2008,80.4718
Luxembourg,LUX,2009,80.6129
Luxembourg,LUX,2010,80.5731
Luxembourg,LUX,2011,80.7663
Luxembourg,LUX,2012,80.9818
Luxembourg,LUX,2013,81.3663
Luxembourg,LUX,2014,81.7343
Luxembourg,LUX,2015,81.8384
Luxembourg,LUX,2016,82.0535
Luxembourg,LUX,2017,81.734
Luxembourg,LUX,2018,81.8035
Luxembourg,LUX,2019,82.1434
Malawi,MWI,2000,44.5181
Malawi,MWI,2001,45.895
Malawi,MWI,2002,47.2214
Malawi,MWI,2003,48.79
Malawi,MWI,2004,50.4534
Malawi,MWI,2005,52.0445
Malawi,MWI,2006,53.2377
Malawi,MWI,2007,53.946
Malawi,MWI,2008,54.6036
Malawi,MWI,2009,55.4476
Malawi,MWI,2010,56.3806
Malawi,MWI,2011,57.4547
Malawi,MWI,2012,58.6786
Malawi,MWI,2013,59.7288
Malawi,MWI,2014,60.8991
Malawi,MWI,2015,61.3781
Malawi,MWI,2016,62.2093
Malawi,MWI,2017,62.9769
Malawi,MWI,2018,63.2758
Malawi,MWI,2019,64.1188
Malaysia,MYS,2000,72.7755
Malaysia,MYS,2001,73.3439
Malaysia,MYS,2002,73.5627
Malaysia,MYS,2003,73.7964
Malaysia,MYS,2004,73.8985
Malaysia,MYS,2005,74.0959
Malaysia,MYS,2006,74.1642
Malaysia,MYS,2007,74.2109
Malaysia,MYS,2008,74.2502
Malaysia,MYS,2009,74.2266
Malaysia,MYS,2010,74.4423
Malaysia,MYS,2011,74.7459
Malaysia,MYS,2012,74.944
Malaysia,MYS,2013,75.0348
Malaysia,MYS,2014,75.1459
Malaysia,MYS,2015,75.0942
Malaysia,MYS,2016,75.2888
Malaysia,MYS,2017,75.4763
Malaysia,MYS,2018,75.6444
Malaysia,MYS,2019,75.7603
Mauritania,MRT,2000,61.0282
Mauritania,MRT,2001,61.1852
Mauritania,MRT,2002,61.2679
Mauritania,MRT,2003,61.3473
Mauritania,MRT,2004,61.5931
Mauritania,MRT,2005,61.656
Mauritania,MRT,2006,61.8909
Mauritania,MRT,2007,62.2285
Mauritania,MRT,2008,62.399
Mauritania,MRT,2009,62.8005
Mauritania,MRT,2010,63.1049
Mauritania,MRT,2011,63.3456
Mauritania,MRT,2012,63.5779
Mauritania,MRT,2013,63.9106
Mauritania,MRT,2014,64.1546
Mauritania,MRT,2015,64.4847
Mauritania,MRT,2016,64.7679
Mauritania,MRT,2017,65.0827
Mauritania,MRT,2018,65.31
Mauritania,MRT,2019,65.6869
Mexico,MEX,2000,73.5692
Mexico,MEX,2001,73.8668
Mexico,MEX,2002,74.1059
Mexico,MEX,2003,74.2743
Mexico,MEX,2004,74.372
Mexico,MEX,2005,74.3765
Mexico,MEX,2006,74.3313
Mexico,MEX,2007,74.2384
Mexico,MEX,2008,74.1524
Mexico,MEX,2009,74.119
Mexico,MEX,2010,74.1901
Mexico,MEX,2011,74.3651
Mexico,MEX,2012,74.574
Mexico,MEX,2013,74.7391
Mexico,MEX,2014,74.7974
Mexico,MEX,2015,74.6822
Mexico,MEX,2016,74.4122
Mexico,MEX,2017,74.1378
Mexico,MEX,2018,74.0146
Mexico,MEX,2019,74.2021
"Moldova, Republic of",MDA,2000,66.4168
"Moldova, Republic of",MDA,2001,66.7866
"Moldova, Republic of",MDA,2002,66.9379
"Moldova, Republic of",MDA,2003,67.4194
"Moldova, Republic of",MDA,2004,67.8612
"Moldova, Republic of",MDA,2005,68.1689
"Moldova, Republic of",MDA,2006,68.4794
"Moldova, Republic of",MDA,2007,68.9471
"Moldova, Republic of",MDA,2008,69.3936
"Moldova, Republic of",MDA,2009,69.5732
"Moldova, Republic of",MDA,2010,69.3569
"Moldova, Republic of",MDA,2011,69.1919
"Moldova, Republic of",MDA,2012,69.1431
"Moldova, Republic of",MDA,2013,69.0988
"Moldova, Republic of",MDA,2014,69.0307
"Moldova, Republic of",MDA,2015,69.2396
"Moldova, Republic of",MDA,2016,69.9169
"Moldova, Republic of",MDA,2017,70.5155
"Moldova, Republic of",MDA,2018,70.4916
"Moldova, Republic of",MDA,2019,70.9351
Mongolia,MNG,2000,62.8821
Mongolia,MNG,2001,63.2786
Mongolia,MNG,2002,63.5178
Mongolia,MNG,2003,64.2078
Mongolia,MNG,2004,64.7955
Mongolia,MNG,2005,64.8787
Mongolia,MNG,2006,65.5128
Mongolia,MNG,2007,65.9701
Mongolia,MNG,2008,66.3821
Mongolia,MNG,2009,66.7658
Mongolia,MNG,2010,67.1822
Mongolia,MNG,2011,67.4393
Mongolia,MNG,2012,68.1114
Mongolia,MNG,2013,68.5854
Mongolia,MNG,2014,69.0472
Mongolia,MNG,2015,69.4977
Mongolia,MNG,2016,69.8647
Mongolia,MNG,2017,70.2375
Mongolia,MNG,2018,71.1992
Mongolia,MNG,2019,71.8221
Montenegro,MNE,2000,73.9793
Montenegro,MNE,2001,74.2326
Montenegro,MNE,2002,74.0432
Montenegro,MNE,2003,74.0749
Montenegro,MNE,2004,74.6954
Montenegro,MNE,2005,74.262
Montenegro,MNE,2006,74.0494
Montenegro,MNE,2007,74.5255
Montenegro,MNE,2008,75.305
Montenegro,MNE,2009,75.2687
Montenegro,MNE,2010,76.1387
Montenegro,MNE,2011,76.0684
Montenegro,MNE,2012,76.3268
Montenegro,MNE,2013,76.6085
Montenegro,MNE,2014,76.7465
Montenegro,MNE,2015,76.7561
Montenegro,MNE,2016,76.7462
Montenegro,MNE,2017,76.9388
Montenegro,MNE,2018,77.1595
Montenegro,MNE,2019,77.0396
Morocco,MAR,2000,66.7869
Morocco,MAR,2001,67.1798
Morocco,MAR,2002,67.5468
Morocco,MAR,2003,67.915
Morocco,MAR,2004,68.231
Morocco,MAR,2005,68.7039
Morocco,MAR,2006,69.1282
Morocco,MAR,2007,69.604
Morocco,MAR,2008,70.0481
Morocco,MAR,2009,70.4578
Morocco,MAR,2010,70.8288
Morocco,MAR,2011,71.2691
Morocco,MAR,2012,71.6789
Morocco,MAR,2013,72.1223
Morocco,MAR,2014,72.5377
Morocco,MAR,2015,72.9197
Morocco,MAR,2016,73.284
Morocco,MAR,2017,73.6603
Morocco,MAR,2018,73.9863
Morocco,MAR,2019,74.2705
Mozambique,MOZ,2000,49.4912
Mozambique,MOZ,2001,50.0653
Mozambique,MOZ,2002,50.5895
Mozambique,MOZ,2003,50.8696
Mozambique,MOZ,2004,51.2495
Mozambique,MOZ,2005,51.561
Mozambique,MOZ,2006,51.961
Mozambique,MOZ,2007,52.5664
Mozambique,MOZ,2008,53.1639
Mozambique,MOZ,2009,53.7876
Mozambique,MOZ,2010,54.1984
Mozambique,MOZ,2011,54.869
Mozambique,MOZ,2012,55.6387
Mozambique,MOZ,2013,56.4919
Mozambique,MOZ,2014,57.2742
Mozambique,MOZ,2015,58.1509
Mozambique,MOZ,2016,59.038
Mozambique,MOZ,2017,59.7709
Mozambique,MOZ,2018,60.5261
Mozambique,MOZ,2019,61.1662
Myanmar,MMR,2000,60.1546
Myanmar,MMR,2001,60.4159
Myanmar,MMR,2002,60.7248
Myanmar,MMR,2003,60.9803
Myanmar,MMR,2004,61.2496
Myanmar,MMR,2005,61.5985
Myanmar,MMR,2006,61.8931
Myanmar,MMR,2007,62.3709
Myanmar,MMR,2008,56.5056
Myanmar,MMR,2009,63.1547
Myanmar,MMR,2010,63.3294
Myanmar,MMR,2011,63.9007
Myanmar,MMR,2012,64.1412
Myanmar,MMR,2013,64.8148
Myanmar,MMR,2014,65.0563
Myanmar,MMR,2015,65.5613
Myanmar,MMR,2016,65.685
Myanmar,MMR,2017,65.843
Myanmar,MMR,2018,66.4646
Myanmar,MMR,2019,66.6104
Namibia,NAM,2000,51.9903
Namibia,NAM,2001,51.2604
Namibia,NAM,2002,51.2539
Namibia,NAM,2003,51.0832
Namibia,NAM,2004,51.2464
Namibia,NAM,2005,51.7866
Namibia,NAM,2006,52.6551
Namibia,NAM,2007,53.6799
Namibia,NAM,2008,54.6529
Namibia,NAM,2009,55.4959
Namibia,NAM,2010,56.0153
Namibia,NAM,2011,56.553
Namibia,NAM,2012,57.64
Namibia,NAM,2013,58.6938
Namibia,NAM,2014,59.8217
Namibia,NAM,2015,60.7002
Namibia,NAM,2016,61.6825
Namibia,NAM,2017,62.2931
Namibia,NAM,2018,62.5859
Namibia,NAM,2019,63.075
Nepal,NPL,2000,62.6145
Nepal,NPL,2001,63.3362
Nepal,NPL,2002,63.2638
Nepal,NPL,2003,64.1966
Nepal,NPL,2004,64.8177
Nepal,NPL,2005,65.4566
Nepal,NPL,2006,65.8685
Nepal,NPL,2007,66.3288
Nepal,NPL,2008,66.4207
Nepal,NPL,2009,66.7609
Nepal,NPL,2010,66.8138
Nepal,NPL,2011,67.313
Nepal,NPL,2012,67.47
Nepal,NPL,2013,67.9651
Nepal,NPL,2014,68.0855
Nepal,NPL,2015,67.4562
Nepal,NPL,2016,68.7758
Nepal,NPL,2017,68.9099
Nepal,NPL,2018,68.9786
Nepal,NPL,2019,69.5576
Netherlands,NLD,2000,78.1222
Netherlands,NLD,2001,78.3304
Netherlands,NLD,2002,78.4046
Netherlands,NLD,2003,78.6571
Netherlands,NLD,2004,79.2308
Netherlands,NLD,2005,79.4797
Netherlands,NLD,2006,79.8376
Netherlands,NLD,2007,80.2452
Netherlands,NLD,2008,80.3766
Netherlands,NLD,2009,80.66
Netherlands,NLD,2010,80.8186
Netherlands,NLD,2011,81.0999
Netherlands,NLD,2012,81.0495
Netherlands,NLD,2013,81.2919
Netherlands,NLD,2014,81.6425
Netherlands,NLD,2015,81.4821
Netherlands,NLD,2016,81.547
Netherlands,NLD,2017,81.7291
Netherlands,NLD,2018,81.7741
Netherlands,NLD,2019,82.0455
Nicaragua,NIC,2000,67.2335
Nicaragua,NIC,2001,67.2145
Nicaragua,NIC,2002,67.1799
Nicaragua,NIC,2003,67.2174
Nicaragua,NIC,2004,67.4233
Nicaragua,NIC,2005,67.9359
Nicaragua,NIC,2006,68.7246
Nicaragua,NIC,2007,69.5595
Nicaragua,NIC,2008,70.5863
Nicaragua,NIC,2009,71.4328
Nicaragua,NIC,2010,72.009
Nicaragua,NIC,2011,72.4162
Nicaragua,NIC,2012,72.6148
Nicaragua,NIC,2013,72.7044
Nicaragua,NIC,2014,72.8121
Nicaragua,NIC,2015,72.983
Nicaragua,NIC,2016,73.2562
Nicaragua,NIC,2017,73.5536
Nicaragua,NIC,2018,73.8497
Nicaragua,NIC,2019,74.0543
Niger,NER,2000,49.3216
Niger,NER,2001,49.8407
Niger,NER,2002,50.5616
Niger,NER,2003,51.4344
Niger,NER,2004,52.5891
Niger,NER,2005,53.59
Niger,NER,2006,54.5965
Niger,NER,2007,55.5533
Niger,NER,2008,56.508
Niger,NER,2009,57.3961
Niger,NER,2010,58.3668
Niger,NER,2011,58.9941
Niger,NER,2012,59.6498
Niger,NER,2013,60.239
Niger,NER,2014,60.786
Niger,NER,2015,61.0827
Niger,NER,2016,61.6288
Niger,NER,2017,62.1599
Niger,NER,2018,62.4544
Niger,NER,2019,62.8967
Nigeria,NGA,2000,47.1928
Nigeria,NGA,2001,47.6187
Nigeria,NGA,2002,47.9285
Nigeria,NGA,2003,48.4405
Nigeria,NGA,2004,48.7672
Nigeria,NGA,2005,49.297
Nigeria,NGA,2006,49.7305
Nigeria,NGA,2007,50.033
Nigeria,NGA,2008,50.2251
Nigeria,NGA,2009,50.7124
Nigeria,NGA,2010,50.9448
Nigeria,NGA,2011,51.3573
Nigeria,NGA,2012,51.4973
Nigeria,NGA,2013,51.7068
Nigeria,NGA,2014,51.7911
Nigeria,NGA,2015,51.8413
Nigeria,NGA,2016,52.0427
Nigeria,NGA,2017,52.3052
Nigeria,NGA,2018,52.5536
Nigeria,NGA,2019,52.9104
North Macedonia,MKD,2000,72.8567
North Macedonia,MKD,2001,73.233
North Macedonia,MKD,2002,73.1458
North Macedonia,MKD,2003,73.3865
North Macedonia,MKD,2004,73.7816
North Macedonia,MKD,2005,73.7446
North Macedonia,MKD,2006,73.9988
North Macedonia,MKD,2007,73.9042
North Macedonia,MKD,2008,74.5326
North Macedonia,MKD,2009,74.7186
North Macedonia,MKD,2010,75.1187
North Macedonia,MKD,2011,75.1869
North Macedonia,MKD,2012,75.1399
North Macedonia,MKD,2013,75.8657
North Macedonia,MKD,2014,75.9347
North Macedonia,MKD,2015,75.9814
North Macedonia,MKD,2016,76.0296
North Macedonia,MKD,2017,76.4766
North Macedonia,MKD,2018,77.3142
North Macedonia,MKD,2019,77.2928
Norway,NOR,2000,78.6919
Norway,NOR,2001,78.8959
Norway,NOR,2002,78.9605
Norway,NOR,2003,79.5294
Norway,NOR,2004,79.9648
Norway,NOR,2005,80.1699
Norway,NOR,2006,80.4411
Norway,NOR,2007,80.5033
Norway,NOR,2008,80.678
Norway,NOR,2009,80.8669
Norway,NOR,2010,81.0401
Norway,NOR,2011,81.243
Norway,NOR,2012,81.4437
Norway,NOR,2013,81.6666
Norway,NOR,2014,82.0859
Norway,NOR,2015,82.2718
Norway,NOR,2016,82.4147
Norway,NOR,2017,82.624
Norway,NOR,2018,82.7605
Norway,NOR,2019,82.9552
Pakistan,PAK,2000,62.1018
Pakistan,PAK,2001,62.4214
Pakistan,PAK,2002,62.6264
Pakistan,PAK,2003,62.843
Pakistan,PAK,2004,63.0522
Pakistan,PAK,2005,62.4657
Pakistan,PAK,2006,63.7312
Pakistan,PAK,2007,63.8517
Pakistan,PAK,2008,64.036
Pakistan,PAK,2009,64.14
Pakistan,PAK,2010,64.4361
Pakistan,PAK,2011,64.6482
Pakistan,PAK,2012,64.7823
Pakistan,PAK,2013,65.1495
Pakistan,PAK,2014,65.2842
Pakistan,PAK,2015,65.6971
Pakistan,PAK,2016,65.8797
Pakistan,PAK,2017,66.2972
Pakistan,PAK,2018,66.482
Pakistan,PAK,2019,66.7558
Panama,PAN,2000,74.0015
Panama,PAN,2001,74.4144
Panama,PAN,2002,74.8238
Panama,PAN,2003,75.2175
Panama,PAN,2004,75.5444
Panama,PAN,2005,75.8285
Panama,PAN,2006,76.0123
Panama,PAN,2007,76.154
Panama,PAN,2008,76.2247
Panama,PAN,2009,76.3429
Panama,PAN,2010,76.4479
Panama,PAN,2011,76.6269
Panama,PAN,2012,76.8185
Panama,PAN,2013,77.0378
Panama,PAN,2014,77.2478
Panama,PAN,2015,77.4684
Panama,PAN,2016,77.6529
Panama,PAN,2017,77.7954
Panama,PAN,2018,77.8629
Panama,PAN,2019,77.8103
Paraguay,PRY,2000,69.7502
Paraguay,PRY,2001,69.8997
Paraguay,PRY,2002,70.025
Paraguay,PRY,2003,70.297
Paraguay,PRY,2004,70.4809
Paraguay,PRY,2005,70.5269
Paraguay,PRY,2006,70.7809
